customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,avg_order_value,clv,churn
13370.0,372,1,1509.74,2,1,4,214,Others,1509.74,1509.74,1
13371.0,505,2,2297.66,1,2,4,124,Others,1148.83,2297.66,1
13372.0,90,1,378.64,3,1,2,312,Others,378.64,378.64,0
13373.0,61,6,7587.1900000000005,3,4,5,345,Others,1264.5316666666668,7587.1900000000005,0
13374.0,415,2,422.8,1,2,2,122,Others,211.4,422.8,1
13375.0,89,2,1792.23,3,2,4,324,Others,896.115,1792.23,0
13376.0,99,3,1019.76,3,3,3,333,Others,339.92,1019.76,1
13377.0,397,2,1552.88,2,2,4,224,Others,776.44,1552.88,1
13379.0,26,3,572.56,4,3,2,432,Others,190.85333333333332,572.56,0
13380.0,433,1,62.4,1,1,1,111,Others,62.4,62.4,1
13381.0,32,12,8224.37,4,5,5,455,Loyal Customers,685.3641666666667,8224.37,0
13382.0,281,5,1387.58,2,4,4,244,At Risk,277.51599999999996,1387.58,1
13383.0,544,1,305.28000000000003,1,1,2,112,Others,305.28000000000003,305.28000000000003,1
13384.0,31,11,6680.83,4,5,5,455,Loyal Customers,607.3481818181818,6680.83,0
13385.0,330,1,534.57,2,1,2,212,Others,534.57,534.57,1
13386.0,414,2,835.46,1,2,3,123,Others,417.73,835.46,1
13387.0,417,1,189.44,1,1,1,111,Others,189.44,189.44,1
13388.0,131,3,1185.65,3,3,3,333,Others,395.2166666666667,1185.65,1
13389.0,11,3,797.96,5,3,3,533,New Customers,265.9866666666667,797.96,0
13390.0,75,1,544.08,3,1,2,312,Others,544.08,544.08,0
13391.0,204,1,59.8,2,1,1,211,Others,59.8,59.8,1
13392.0,677,1,91.14,1,1,1,111,Others,91.14,91.14,1
13393.0,584,4,1131.45,1,3,3,133,Others,282.8625,1131.45,1
13394.0,2,19,6621.7,5,5,5,555,Champions,348.5105263157895,6621.7,0
13395.0,185,3,1180.23,3,3,3,333,Others,393.41,1180.23,1
13396.0,29,2,1360.99,4,2,4,424,Others,680.495,1360.99,0
13397.0,73,10,3191.87,3,5,5,355,Others,319.187,3191.87,0
13398.0,192,2,670.34,2,2,3,223,Others,335.17,670.34,1
13399.0,464,3,275.4,1,3,1,131,Others,91.8,275.4,1
13400.0,583,1,310.83,1,1,2,112,Others,310.83,310.83,1
13402.0,127,4,1535.13,3,3,4,334,Others,383.7825,1535.13,1
13403.0,18,3,229.5,5,3,1,531,New Customers,76.5,229.5,0
13404.0,1,2,252.49,5,2,1,521,New Customers,126.245,252.49,0
13405.0,74,6,1213.811,3,4,3,343,Others,202.30183333333332,1213.811,0
13406.0,427,2,568.92,1,2,2,122,Others,284.46,568.92,1
13407.0,579,3,2244.7,1,3,4,134,Others,748.2333333333332,2244.7,1
13408.0,2,106,51733.462,5,5,5,555,Champions,488.0515283018868,51733.462,0
13410.0,24,9,2201.96,4,5,4,454,Loyal Customers,244.66222222222223,2201.96,0
13411.0,107,1,213.55,3,1,1,311,Others,213.55,213.55,1
13412.0,620,1,487.34999999999997,1,1,2,112,Others,487.34999999999997,487.34999999999997,1
13413.0,640,6,429.44,1,4,2,142,At Risk,71.57333333333334,429.44,1
13414.0,134,6,2494.14,3,4,4,344,Others,415.69,2494.14,1
13415.0,473,4,800.67,1,3,3,133,Others,200.1675,800.67,1
13416.0,44,3,940.8000000000001,4,3,3,433,Others,313.6,940.8000000000001,0
13417.0,5,6,1669.49,5,4,4,544,Loyal Customers,278.24833333333333,1669.49,0
13418.0,12,31,12233.6,5,5,5,555,Champions,394.6322580645161,12233.6,0
13419.0,64,1,221.06,3,1,1,311,Others,221.06,221.06,0
13420.0,150,2,159.85,3,2,1,321,Others,79.925,159.85,1
13421.0,40,8,4103.12,4,4,5,445,Loyal Customers,512.89,4103.12,0
13422.0,64,1,2626.3,3,1,4,314,Others,2626.3,2626.3,0
13423.0,429,1,217.03,1,1,1,111,Others,217.03,217.03,1
13424.0,450,1,572.77,1,1,2,112,Others,572.77,572.77,1
13425.0,108,5,3403.63,3,4,5,345,Others,680.726,3403.63,1
13426.0,1,22,8167.38,5,5,5,555,Champions,371.24454545454546,8167.38,0
13427.0,19,6,1006.53,5,4,3,543,Loyal Customers,167.755,1006.53,0
13428.0,10,3,499.98,5,3,2,532,New Customers,166.66,499.98,0
13429.0,11,4,1006.8,5,3,3,533,New Customers,251.7,1006.8,0
13430.0,19,2,679.45,5,2,3,523,New Customers,339.725,679.45,0
13431.0,67,8,3316.24,3,4,5,345,Others,414.53,3316.24,0
13432.0,571,2,439.1,1,2,2,122,Others,219.55,439.1,1
13433.0,501,4,658.3199999999999,1,3,3,133,Others,164.57999999999998,658.3199999999999,1
13434.0,74,5,1666.8600000000001,3,4,4,344,Others,333.372,1666.8600000000001,0
13435.0,5,9,4475.2300000000005,5,5,5,555,Champions,497.24777777777786,4475.2300000000005,0
13436.0,2,1,196.89,5,1,1,511,New Customers,196.89,196.89,0
13437.0,14,7,3408.06,5,4,5,545,Loyal Customers,486.86571428571426,3408.06,0
13438.0,547,1,46.5,1,1,1,111,Others,46.5,46.5,1
13439.0,255,3,986.61,2,3,3,233,Others,328.87,986.61,1
13440.0,423,7,1295.25,1,4,4,144,At Risk,185.03571428571428,1295.25,1
13441.0,92,2,720.9,3,2,3,323,Others,360.45,720.9,1
13442.0,667,3,419.87,1,3,2,132,Others,139.95666666666668,419.87,1
13443.0,449,6,1280.16,1,4,4,144,At Risk,213.36,1280.16,1
13444.0,374,2,631.6800000000001,2,2,3,223,Others,315.84000000000003,631.6800000000001,1
13445.0,626,1,241.89999999999998,1,1,1,111,Others,241.89999999999998,241.89999999999998,1
13446.0,430,11,3881.89,1,5,5,155,At Risk,352.8990909090909,3881.89,1
13447.0,23,3,1129.14,4,3,3,433,Others,376.38000000000005,1129.14,0
13448.0,17,13,9240.87,5,5,5,555,Champions,710.8361538461539,9240.87,0
13449.0,24,1,291.88,4,1,2,412,Others,291.88,291.88,0
13450.0,27,13,4120.04,4,5,5,455,Loyal Customers,316.92615384615385,4120.04,0
13451.0,26,11,7190.92,4,5,5,455,Loyal Customers,653.72,7190.92,0
13452.0,259,3,729.8,2,3,3,233,Others,243.26666666666665,729.8,1
13453.0,166,3,781.6899999999999,3,3,3,333,Others,260.56333333333333,781.6899999999999,1
13454.0,641,1,219.87,1,1,1,111,Others,219.87,219.87,1
13455.0,25,6,2905.93,4,4,4,444,Loyal Customers,484.32166666666666,2905.93,0
13456.0,18,6,1766.72,5,4,4,544,Loyal Customers,294.4533333333333,1766.72,0
13457.0,689,2,148.22,1,2,1,121,Others,74.11,148.22,1
13458.0,7,16,11959.27,5,5,5,555,Champions,747.454375,11959.27,0
13459.0,625,2,1160.4099999999999,1,2,3,123,Others,580.2049999999999,1160.4099999999999,1
13460.0,29,2,183.44,4,2,1,421,Others,91.72,183.44,0
13461.0,39,6,4160.0,4,4,5,445,Loyal Customers,693.3333333333334,4160.0,0
13462.0,253,5,1153.85,2,4,3,243,At Risk,230.76999999999998,1153.85,1
13464.0,58,6,3097.64,4,4,5,445,Loyal Customers,516.2733333333333,3097.64,0
13465.0,446,2,931.12,1,2,3,123,Others,465.56,931.12,1
13466.0,184,5,1013.35,3,4,3,343,Others,202.67000000000002,1013.35,1
13467.0,11,2,1083.71,5,2,3,523,New Customers,541.855,1083.71,0
13468.0,2,72,13390.51,5,5,5,555,Champions,185.97930555555556,13390.51,0
13469.0,653,1,82.4,1,1,1,111,Others,82.4,82.4,1
13470.0,99,2,165.0,3,2,1,321,Others,82.5,165.0,1
13471.0,1,4,2531.58,5,3,4,534,New Customers,632.895,2531.58,0
13472.0,464,2,592.24,1,2,2,122,Others,296.12,592.24,1
13473.0,61,8,2657.7599999999998,3,4,4,344,Others,332.21999999999997,2657.7599999999998,0
13474.0,236,3,663.79,2,3,3,233,Others,221.26333333333332,663.79,1
13475.0,191,4,1431.78,2,3,4,234,Others,357.945,1431.78,1
13476.0,179,5,2061.4700000000003,3,4,4,344,Others,412.29400000000004,2061.4700000000003,1
13477.0,38,11,2834.17,4,5,4,454,Loyal Customers,257.6518181818182,2834.17,0
13478.0,469,5,2215.78,1,4,4,144,At Risk,443.15600000000006,2215.78,1
13479.0,201,4,851.37,2,3,3,233,Others,212.8425,851.37,1
13480.0,417,2,627.82,1,2,3,123,Others,313.91,627.82,1
13481.0,46,11,3830.84,4,5,5,455,Loyal Customers,348.2581818181818,3830.84,0
13482.0,232,2,336.09,2,2,2,222,Others,168.045,336.09,1
13483.0,66,1,140.34,3,1,1,311,Others,140.34,140.34,0
13484.0,241,3,790.72,2,3,3,233,Others,263.5733333333333,790.72,1
13485.0,233,11,3019.2200000000003,2,5,5,255,At Risk,274.4745454545455,3019.2200000000003,1
13486.0,78,3,1122.41,3,3,3,333,Others,374.1366666666667,1122.41,0
13487.0,58,5,846.87,4,4,3,443,Loyal Customers,169.374,846.87,0
13488.0,17,23,15587.88,5,5,5,555,Champions,677.7339130434782,15587.88,0
13489.0,105,4,449.52,3,3,2,332,Others,112.38,449.52,1
13490.0,654,1,154.25,1,1,1,111,Others,154.25,154.25,1
13491.0,52,27,4566.56,4,5,5,455,Loyal Customers,169.13185185185188,4566.56,0
13492.0,136,3,1269.84,3,3,4,334,Others,423.28,1269.84,1
13493.0,275,2,618.63,2,2,3,223,Others,309.315,618.63,1
13494.0,312,1,316.26000000000005,2,1,2,212,Others,316.26000000000005,316.26000000000005,1
13495.0,8,10,5374.26,5,5,5,555,Champions,537.426,5374.26,0
13496.0,11,2,653.33,5,2,3,523,New Customers,326.665,653.33,0
13497.0,283,6,1320.33,2,4,4,244,At Risk,220.05499999999998,1320.33,1
13498.0,730,1,327.38,1,1,2,112,Others,327.38,327.38,1
13499.0,18,5,1159.11,5,4,3,543,Loyal Customers,231.82199999999997,1159.11,0
13500.0,23,4,1466.3,4,3,4,434,Others,366.575,1466.3,0
13501.0,288,3,2885.11,2,3,4,234,Others,961.7033333333334,2885.11,1
13502.0,17,5,780.5,5,4,3,543,Loyal Customers,156.1,780.5,0
13503.0,71,6,1905.39,3,4,4,344,Others,317.565,1905.39,0
13504.0,64,1,295.93,3,1,2,312,Others,295.93,295.93,0
13505.0,73,4,4393.63,3,3,5,335,Others,1098.4075,4393.63,0
13506.0,316,5,1639.2,2,4,4,244,At Risk,327.84000000000003,1639.2,1
13507.0,3,4,2479.16,5,3,4,534,New Customers,619.79,2479.16,0
13508.0,244,2,287.05,2,2,1,221,Others,143.525,287.05,1
13509.0,9,8,1114.72,5,4,3,543,Loyal Customers,139.34,1114.72,0
13510.0,1,11,4558.29,5,5,5,555,Champions,414.39,4558.29,0
13511.0,677,1,282.76,1,1,1,111,Others,282.76,282.76,1
13512.0,261,4,713.39,2,3,3,233,Others,178.3475,713.39,1
13513.0,127,3,824.59,3,3,3,333,Others,274.86333333333334,824.59,1
13514.0,74,4,815.9000000000001,3,3,3,333,Others,203.97500000000002,815.9000000000001,0
13515.0,73,6,1265.82,3,4,4,344,Others,210.97,1265.82,0
13516.0,21,4,1685.26,4,3,4,434,Others,421.315,1685.26,0
13517.0,60,3,2128.42,3,3,4,334,Others,709.4733333333334,2128.42,0
13518.0,86,1,659.4399999999999,3,1,3,313,Others,659.4399999999999,659.4399999999999,0
13519.0,78,2,343.21,3,2,2,322,Others,171.605,343.21,0
13520.0,59,11,6909.4,4,5,5,455,Loyal Customers,628.1272727272727,6909.4,0
13521.0,1,3,1093.65,5,3,3,533,New Customers,364.55,1093.65,0
13522.0,30,1,125.80000000000001,4,1,1,411,Others,125.80000000000001,125.80000000000001,0
13523.0,33,6,5101.52,4,4,5,445,Loyal Customers,850.2533333333334,5101.52,0
13524.0,41,5,680.1800000000001,4,4,3,443,Loyal Customers,136.036,680.1800000000001,0
13525.0,15,2,628.78,5,2,3,523,New Customers,314.39,628.78,0
13526.0,738,2,1182.0,1,2,3,123,Others,591.0,1182.0,1
13527.0,34,12,4683.74,4,5,5,455,Loyal Customers,390.31166666666667,4683.74,0
13529.0,79,2,307.76,3,2,2,322,Others,153.88,307.76,0
13530.0,634,1,402.97999999999996,1,1,2,112,Others,402.97999999999996,402.97999999999996,1
13531.0,205,6,1738.52,2,4,4,244,At Risk,289.75333333333333,1738.52,1
13532.0,34,1,210.31,4,1,1,411,Others,210.31,210.31,0
13533.0,183,3,270.79,3,3,1,331,Others,90.26333333333334,270.79,1
13534.0,2,35,7720.9,5,5,5,555,Champions,220.59714285714284,7720.9,0
13535.0,403,1,89.5,2,1,1,211,Others,89.5,89.5,1
13536.0,1,7,3448.29,5,4,5,545,Loyal Customers,492.61285714285714,3448.29,0
13537.0,426,2,717.85,1,2,3,123,Others,358.925,717.85,1
13538.0,43,12,3112.73,4,5,5,455,Loyal Customers,259.39416666666665,3112.73,0
13539.0,86,7,1569.3600000000001,3,4,4,344,Others,224.19428571428574,1569.3600000000001,0
13540.0,467,3,632.39,1,3,3,133,Others,210.79666666666665,632.39,1
13541.0,427,2,785.25,1,2,3,123,Others,392.625,785.25,1
13542.0,377,17,4006.17,2,5,5,255,At Risk,235.6570588235294,4006.17,1
13543.0,634,2,1439.6100000000001,1,2,4,124,Others,719.8050000000001,1439.6100000000001,1
13544.0,40,6,829.0,4,4,3,443,Loyal Customers,138.16666666666666,829.0,0
13545.0,391,2,374.64,2,2,2,222,Others,187.32,374.64,1
13546.0,12,5,1092.14,5,4,3,543,Loyal Customers,218.42800000000003,1092.14,0
13547.0,408,1,175.53,2,1,1,211,Others,175.53,175.53,1
13548.0,96,3,908.99,3,3,3,333,Others,302.99666666666667,908.99,1
13549.0,26,8,1005.8,4,4,3,443,Loyal Customers,125.725,1005.8,0
13550.0,383,1,349.51,2,1,2,212,Others,349.51,349.51,1
13551.0,319,2,244.2,2,2,1,221,Others,122.1,244.2,1
13552.0,66,22,6978.92,3,5,5,355,Others,317.2236363636364,6978.92,0
13553.0,675,1,517.8,1,1,2,112,Others,517.8,517.8,1
13554.0,380,7,1638.28,2,4,4,244,At Risk,234.04,1638.28,1
13555.0,74,13,8999.19,3,5,5,355,Others,692.2453846153846,8999.19,0
13556.0,429,2,200.82,1,2,1,121,Others,100.41,200.82,1
13557.0,28,13,3032.26,4,5,5,455,Loyal Customers,233.25076923076924,3032.26,0
13558.0,6,4,605.06,5,3,2,532,New Customers,151.265,605.06,0
13559.0,513,2,990.0,1,2,3,123,Others,495.0,990.0,1
13560.0,7,1,174.37,5,1,1,511,New Customers,174.37,174.37,0
13561.0,216,11,1820.72,2,5,4,254,At Risk,165.52,1820.72,1
13562.0,82,8,4838.18,3,4,5,345,Others,604.7725,4838.18,0
13563.0,84,2,777.53,3,2,3,323,Others,388.765,777.53,0
13564.0,144,37,17249.55,3,5,5,355,Others,466.20405405405404,17249.55,1
13565.0,19,3,414.8,5,3,2,532,New Customers,138.26666666666668,414.8,0
13566.0,41,5,1708.1200000000001,4,4,4,444,Loyal Customers,341.624,1708.1200000000001,0
13567.0,428,4,1083.69,1,3,3,133,Others,270.9225,1083.69,1
13568.0,173,1,192.85,3,1,1,311,Others,192.85,192.85,1
13569.0,17,4,893.78,5,3,3,533,New Customers,223.445,893.78,0
13570.0,243,1,239.49,2,1,1,211,Others,239.49,239.49,1
13571.0,13,26,4546.54,5,5,5,555,Champions,174.8669230769231,4546.54,0
13572.0,206,1,1384.25,2,1,4,214,Others,1384.25,1384.25,1
13573.0,50,6,916.47,4,4,3,443,Loyal Customers,152.745,916.47,0
13574.0,411,1,421.25,1,1,2,112,Others,421.25,421.25,1
13575.0,23,5,732.0699999999999,4,4,3,443,Loyal Customers,146.414,732.0699999999999,0
13576.0,10,28,11551.74,5,5,5,555,Champions,412.5621428571429,11551.74,0
13577.0,25,11,3489.28,4,5,5,455,Loyal Customers,317.20727272727277,3489.28,0
13578.0,409,1,147.66,2,1,1,211,Others,147.66,147.66,1
13579.0,15,5,1539.04,5,4,4,544,Loyal Customers,307.808,1539.04,0
13580.0,406,1,107.75,2,1,1,211,Others,107.75,107.75,1
13581.0,309,2,280.53000000000003,2,2,1,221,Others,140.26500000000001,280.53000000000003,1
13582.0,390,2,241.68,2,2,1,221,Others,120.84,241.68,1
13583.0,156,2,1445.031,3,2,4,324,Others,722.5155,1445.031,1
13584.0,307,3,392.45,2,3,2,232,Others,130.81666666666666,392.45,1
13585.0,531,3,684.54,1,3,3,133,Others,228.17999999999998,684.54,1
13586.0,541,1,131.53,1,1,1,111,Others,131.53,131.53,1
13587.0,64,4,1673.5,3,3,4,334,Others,418.375,1673.5,0
13588.0,16,9,2478.95,5,5,4,554,Loyal Customers,275.43888888888887,2478.95,0
13589.0,15,6,1120.74,5,4,3,543,Loyal Customers,186.79,1120.74,0
13590.0,11,18,6349.59,5,5,5,555,Champions,352.755,6349.59,0
13591.0,65,7,2093.94,3,4,4,344,Others,299.13428571428574,2093.94,0
13592.0,36,4,247.95999999999998,4,3,1,431,Others,61.989999999999995,247.95999999999998,0
13593.0,108,14,5523.6900000000005,3,5,5,355,Others,394.54928571428576,5523.6900000000005,1
13594.0,53,2,533.32,4,2,2,422,Others,266.66,533.32,0
13595.0,517,3,818.22,1,3,3,133,Others,272.74,818.22,1
13596.0,6,2,697.04,5,2,3,523,New Customers,348.52,697.04,0
13597.0,400,2,396.71,2,2,2,222,Others,198.355,396.71,1
13598.0,47,5,789.59,4,4,3,443,Loyal Customers,157.918,789.59,0
13599.0,1,33,10167.630000000001,5,5,5,555,Champions,308.11,10167.630000000001,0
13600.0,312,2,518.42,2,2,2,222,Others,259.21,518.42,1
13601.0,45,4,1185.14,4,3,3,433,Others,296.285,1185.14,0
13602.0,65,4,1025.17,3,3,3,333,Others,256.2925,1025.17,0
13603.0,26,1,164.34,4,1,1,411,Others,164.34,164.34,0
13604.0,659,1,717.62,1,1,3,113,Others,717.62,717.62,1
13605.0,387,2,522.67,2,2,2,222,Others,261.335,522.67,1
13606.0,29,3,280.53999999999996,4,3,1,431,Others,93.51333333333332,280.53999999999996,0
13607.0,40,2,1078.31,4,2,3,423,Others,539.155,1078.31,0
13608.0,541,1,236.2,1,1,1,111,Others,236.2,236.2,1
13609.0,593,1,167.35,1,1,1,111,Others,167.35,167.35,1
13610.0,12,14,2175.88,5,5,4,554,Loyal Customers,155.42000000000002,2175.88,0
13611.0,89,10,3319.53,3,5,5,355,Others,331.95300000000003,3319.53,0
13612.0,633,1,818.29,1,1,3,113,Others,818.29,818.29,1
13613.0,453,5,1039.8500000000001,1,4,3,143,At Risk,207.97000000000003,1039.8500000000001,1
13614.0,24,6,2359.19,4,4,4,444,Loyal Customers,393.1983333333333,2359.19,0
13615.0,319,8,6272.53,2,4,5,245,At Risk,784.06625,6272.53,1
13616.0,568,2,288.1,1,2,1,121,Others,144.05,288.1,1
13617.0,40,8,1278.75,4,4,4,444,Loyal Customers,159.84375,1278.75,0
13618.0,174,1,177.34,3,1,1,311,Others,177.34,177.34,1
13619.0,545,2,231.69,1,2,1,121,Others,115.845,231.69,1
13620.0,528,1,112.34,1,1,1,111,Others,112.34,112.34,1
13621.0,117,1,213.85,3,1,1,311,Others,213.85,213.85,1
13622.0,696,1,658.95,1,1,3,113,Others,658.95,658.95,1
13623.0,31,10,2566.49,4,5,4,454,Loyal Customers,256.649,2566.49,0
13624.0,388,1,462.08,2,1,2,212,Others,462.08,462.08,1
13625.0,597,1,301.26,1,1,2,112,Others,301.26,301.26,1
13626.0,253,2,707.04,2,2,3,223,Others,353.52,707.04,1
13627.0,59,7,2245.9,4,4,4,444,Loyal Customers,320.84285714285716,2245.9,0
13628.0,676,1,310.14,1,1,2,112,Others,310.14,310.14,1
13629.0,23,19,13370.86,4,5,5,455,Loyal Customers,703.7294736842106,13370.86,0
13630.0,5,7,2031.78,5,4,4,544,Loyal Customers,290.2542857142857,2031.78,0
13631.0,100,11,3070.42,3,5,5,355,Others,279.1290909090909,3070.42,1
13632.0,25,8,3648.15,4,4,5,445,Loyal Customers,456.01875,3648.15,0
13634.0,33,16,5073.47,4,5,5,455,Loyal Customers,317.091875,5073.47,0
13635.0,68,4,2999.16,3,3,5,335,Others,749.79,2999.16,0
13636.0,37,5,949.12,4,4,3,443,Loyal Customers,189.824,949.12,0
13637.0,52,3,810.5,4,3,3,433,Others,270.1666666666667,810.5,0
13638.0,16,1,122.64,5,1,1,511,New Customers,122.64,122.64,0
13639.0,74,2,1346.27,3,2,4,324,Others,673.135,1346.27,0
13640.0,611,1,405.0,1,1,2,112,Others,405.0,405.0,1
13641.0,641,5,1016.47,1,4,3,143,At Risk,203.294,1016.47,1
13642.0,216,4,514.72,2,3,2,232,Others,128.68,514.72,1
13643.0,31,10,2156.77,4,5,4,454,Loyal Customers,215.677,2156.77,0
13644.0,16,4,2624.26,5,3,4,534,New Customers,656.065,2624.26,0
13645.0,120,1,252.1,3,1,1,311,Others,252.1,252.1,1
13646.0,400,2,326.25,2,2,2,222,Others,163.125,326.25,1
13647.0,10,8,3071.68,5,4,5,545,Loyal Customers,383.96,3071.68,0
13648.0,400,8,1764.02,2,4,4,244,At Risk,220.5025,1764.02,1
13649.0,257,6,1678.88,2,4,4,244,At Risk,279.81333333333333,1678.88,1
13650.0,17,10,3288.0,5,5,5,555,Champions,328.8,3288.0,0
13651.0,35,3,226.85,4,3,1,431,Others,75.61666666666666,226.85,0
13652.0,46,5,2570.85,4,4,4,444,Loyal Customers,514.17,2570.85,0
13653.0,488,1,152.2,1,1,1,111,Others,152.2,152.2,1
13654.0,43,11,6308.0,4,5,5,455,Loyal Customers,573.4545454545455,6308.0,0
13655.0,114,6,2280.51,3,4,4,344,Others,380.08500000000004,2280.51,1
13656.0,165,4,1078.85,3,3,3,333,Others,269.7125,1078.85,1
13657.0,11,2,382.14,5,2,2,522,New Customers,191.07,382.14,0
13658.0,10,9,6025.5,5,5,5,555,Champions,669.5,6025.5,0
13659.0,206,12,4894.88,2,5,5,255,At Risk,407.9066666666667,4894.88,1
13660.0,400,1,314.59,2,1,2,212,Others,314.59,314.59,1
13661.0,603,1,325.24,1,1,2,112,Others,325.24,325.24,1
13662.0,86,11,2250.11,3,5,4,354,Others,204.55545454545455,2250.11,0
13663.0,179,5,2047.51,3,4,4,344,Others,409.502,2047.51,1
13665.0,386,3,1711.6599999999999,2,3,4,234,Others,570.5533333333333,1711.6599999999999,1
13666.0,60,5,127.89999999999999,3,4,1,341,Others,25.58,127.89999999999999,0
13667.0,149,1,305.02,3,1,2,312,Others,305.02,305.02,1
13668.0,3,35,13089.94,5,5,5,555,Champions,373.9982857142857,13089.94,0
13669.0,51,3,413.55,4,3,2,432,Others,137.85,413.55,0
13670.0,75,1,349.7,3,1,2,312,Others,349.7,349.7,0
13671.0,395,1,194.95,2,1,1,211,Others,194.95,194.95,1
13672.0,301,3,419.92,2,3,2,232,Others,139.97333333333333,419.92,1
13673.0,19,2,396.92,5,2,2,522,New Customers,198.46,396.92,0
13674.0,433,1,240.68,1,1,1,111,Others,240.68,240.68,1
13675.0,151,2,486.82000000000005,3,2,2,322,Others,243.41000000000003,486.82000000000005,1
13676.0,539,2,243.9,1,2,1,121,Others,121.95,243.9,1
13677.0,405,2,556.1899999999999,2,2,2,222,Others,278.09499999999997,556.1899999999999,1
13678.0,152,1,232.6,3,1,1,311,Others,232.6,232.6,1
13679.0,494,3,281.26,1,3,1,131,Others,93.75333333333333,281.26,1
13680.0,1,12,11435.67,5,5,5,555,Champions,952.9725,11435.67,0
13681.0,18,4,827.83,5,3,3,533,New Customers,206.9575,827.83,0
13682.0,187,1,59.5,3,1,1,311,Others,59.5,59.5,1
13683.0,458,1,258.6,1,1,1,111,Others,258.6,258.6,1
13684.0,286,4,596.98,2,3,2,232,Others,149.245,596.98,1
13685.0,3,7,3119.44,5,4,5,545,Loyal Customers,445.63428571428574,3119.44,0
13686.0,183,3,409.04,3,3,2,332,Others,136.34666666666666,409.04,1
13687.0,438,1,11880.84,1,1,5,115,Others,11880.84,11880.84,1
13688.0,635,1,375.5,1,1,2,112,Others,375.5,375.5,1
13689.0,63,2,1259.5,3,2,4,324,Others,629.75,1259.5,0
13690.0,59,1,172.25,4,1,1,411,Others,172.25,172.25,0
13691.0,396,1,212.78,2,1,1,211,Others,212.78,212.78,1
13692.0,25,5,3114.4,4,4,5,445,Loyal Customers,622.88,3114.4,0
13693.0,374,9,2011.82,2,5,4,254,At Risk,223.53555555555556,2011.82,1
13694.0,4,143,196482.81,5,5,5,555,Champions,1374.0056643356643,196482.81,0
13695.0,31,16,2770.73,4,5,4,454,Loyal Customers,173.170625,2770.73,0
13696.0,422,3,2020.4,1,3,4,134,Others,673.4666666666667,2020.4,1
13697.0,39,1,151.29999999999998,4,1,1,411,Others,151.29999999999998,151.29999999999998,0
13698.0,597,2,465.53000000000003,1,2,2,122,Others,232.76500000000001,465.53000000000003,1
13699.0,155,2,764.15,3,2,3,323,Others,382.075,764.15,1
13700.0,26,13,2613.46,4,5,4,454,Loyal Customers,201.03538461538463,2613.46,0
13701.0,447,1,161.0,1,1,1,111,Others,161.0,161.0,1
13702.0,446,1,135.18,1,1,1,111,Others,135.18,135.18,1
13703.0,318,2,425.56,2,2,2,222,Others,212.78,425.56,1
13704.0,5,9,2308.06,5,5,4,554,Loyal Customers,256.4511111111111,2308.06,0
13705.0,8,7,2035.33,5,4,4,544,Loyal Customers,290.76142857142855,2035.33,0
13706.0,303,2,631.17,2,2,3,223,Others,315.585,631.17,1
13707.0,267,5,3365.86,2,4,5,245,At Risk,673.172,3365.86,1
13708.0,271,1,296.88,2,1,2,212,Others,296.88,296.88,1
13709.0,4,18,7591.75,5,5,5,555,Champions,421.7638888888889,7591.75,0
13710.0,32,3,509.52,4,3,2,432,Others,169.84,509.52,0
13711.0,219,9,1792.26,2,5,4,254,At Risk,199.14,1792.26,1
13712.0,247,2,766.42,2,2,3,223,Others,383.21,766.42,1
13713.0,408,3,743.26,2,3,3,233,Others,247.75333333333333,743.26,1
13714.0,465,1,161.35,1,1,1,111,Others,161.35,161.35,1
13715.0,281,17,8483.29,2,5,5,255,At Risk,499.01705882352945,8483.29,1
13716.0,269,1,138.28,2,1,1,211,Others,138.28,138.28,1
13717.0,32,8,1763.3,4,4,4,444,Loyal Customers,220.4125,1763.3,0
13718.0,246,2,306.55,2,2,2,222,Others,153.275,306.55,1
13719.0,15,11,2815.25,5,5,4,554,Loyal Customers,255.9318181818182,2815.25,0
13720.0,117,4,799.9,3,3,3,333,Others,199.975,799.9,1
13721.0,36,2,741.54,4,2,3,423,Others,370.77,741.54,0
13722.0,132,10,5635.41,3,5,5,355,Others,563.5409999999999,5635.41,1
13723.0,217,6,1209.2,2,4,3,243,At Risk,201.53333333333333,1209.2,1
13724.0,637,1,213.01,1,1,1,111,Others,213.01,213.01,1
13725.0,50,8,1980.56,4,4,4,444,Loyal Customers,247.57,1980.56,0
13726.0,39,2,1079.6599999999999,4,2,3,423,Others,539.8299999999999,1079.6599999999999,0
13727.0,29,8,1080.05,4,4,3,443,Loyal Customers,135.00625,1080.05,0
13728.0,37,16,2855.17,4,5,4,454,Loyal Customers,178.448125,2855.17,0
13729.0,436,3,724.73,1,3,3,133,Others,241.57666666666668,724.73,1
13730.0,136,2,752.6,3,2,3,323,Others,376.3,752.6,1
13731.0,219,2,610.59,2,2,2,222,Others,305.295,610.59,1
13732.0,28,1,491.86,4,1,2,412,Others,491.86,491.86,0
13733.0,411,2,487.03000000000003,1,2,2,122,Others,243.51500000000001,487.03000000000003,1
13734.0,509,4,6701.640000000001,1,3,5,135,Others,1675.4100000000003,6701.640000000001,1
13735.0,25,13,9813.22,4,5,5,455,Loyal Customers,754.8630769230768,9813.22,0
13736.0,5,7,2766.21,5,4,4,544,Loyal Customers,395.17285714285714,2766.21,0
