Date,Customer_ID,Category,Region,Device,Funnel_Stage,Stage_Order,Revenue,Order_Flag
2024-09-14,C04397,Accessories,US,Mobile,Checkout,4,0,0
2023-11-03,C05996,Mobile,US,Desktop,Visit,1,0,0
2024-04-01,C00413,Laptop,US,Desktop,Add to Cart,3,0,0
2023-06-09,C06346,Audio,India,Mobile,Visit,1,0,0
2023-11-27,C06131,Accessories,EU,Mobile,Purchase,5,11928,1
2023-08-13,C06283,Mobile,India,Mobile,View,2,0,0
2024-12-29,C05912,Mobile,India,Mobile,Visit,1,0,0
2024-05-18,C06168,Laptop,UK,Mobile,Visit,1,0,0
2024-03-31,C06156,Accessories,EU,Mobile,View,2,0,0
2023-02-14,C06279,Laptop,US,Mobile,Visit,1,0,0
2023-08-02,C07080,Wearables,UK,Mobile,Add to Cart,3,0,0
2023-02-28,C06225,Mobile,US,Desktop,View,2,0,0
2024-10-05,C01379,Audio,UK,Desktop,Visit,1,0,0
2024-09-07,C01094,Mobile,UK,Desktop,Visit,1,0,0
2023-07-14,C05324,Laptop,India,Mobile,Visit,1,0,0
2024-05-03,C04687,Audio,UK,Desktop,Purchase,5,58409,1
2023-06-06,C07136,Audio,UK,Mobile,Visit,1,0,0
2024-09-01,C07447,Mobile,EU,Desktop,Purchase,5,47057,1
2023-08-14,C00711,Audio,EU,Mobile,Add to Cart,3,0,0
2024-02-16,C03451,Accessories,UK,Mobile,Add to Cart,3,0,0
2023-07-24,C07462,Mobile,EU,Desktop,View,2,0,0
2023-03-20,C03487,Laptop,UK,Mobile,Visit,1,0,0
2023-05-04,C04893,Wearables,EU,Desktop,Visit,1,0,0
2024-04-15,C03500,Laptop,EU,Mobile,Add to Cart,3,0,0
2023-08-06,C03228,Accessories,UK,Mobile,Visit,1,0,0
2024-05-30,C01612,Wearables,US,Desktop,View,2,0,0
2024-08-24,C00731,Wearables,UK,Mobile,View,2,0,0
2023-04-14,C05956,Laptop,UK,Mobile,Checkout,4,0,0
2024-01-28,C06421,Mobile,US,Desktop,Visit,1,0,0
2024-09-22,C07433,Mobile,EU,Desktop,Visit,1,0,0
2024-10-06,C06193,Wearables,India,Mobile,Add to Cart,3,0,0
2024-08-30,C00610,Laptop,India,Mobile,Checkout,4,0,0
2024-03-09,C02341,Laptop,India,Mobile,Purchase,5,16831,1
2023-11-27,C07189,Mobile,US,Desktop,Purchase,5,15733,1
2023-05-23,C01468,Accessories,UK,Mobile,Visit,1,0,0
2024-06-23,C01559,Mobile,UK,Desktop,Visit,1,0,0
2023-10-05,C02520,Mobile,US,Desktop,Add to Cart,3,0,0
2023-08-21,C05258,Accessories,US,Desktop,Add to Cart,3,0,0
2024-06-12,C00230,Mobile,US,Mobile,Add to Cart,3,0,0
2024-07-24,C06982,Wearables,EU,Desktop,View,2,0,0
2023-03-31,C05525,Wearables,India,Desktop,View,2,0,0
2024-05-06,C04453,Wearables,EU,Mobile,Visit,1,0,0
2023-07-18,C00541,Wearables,EU,Mobile,Add to Cart,3,0,0
2023-12-28,C02875,Wearables,India,Mobile,Visit,1,0,0
2024-03-16,C00936,Laptop,India,Mobile,Checkout,4,0,0
2023-01-26,C03093,Laptop,US,Desktop,Visit,1,0,0
2023-01-25,C05731,Accessories,India,Desktop,Checkout,4,0,0
2024-01-29,C03647,Audio,US,Mobile,View,2,0,0
2024-05-21,C06958,Wearables,India,Desktop,Checkout,4,0,0
2023-10-28,C02693,Audio,UK,Mobile,Add to Cart,3,0,0
2023-12-05,C04623,Audio,EU,Desktop,Visit,1,0,0
2023-09-24,C03070,Wearables,US,Desktop,Add to Cart,3,0,0
2024-04-05,C05225,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-11-23,C04719,Accessories,US,Mobile,Checkout,4,0,0
2024-03-31,C02899,Audio,India,Mobile,Visit,1,0,0
2023-12-26,C03408,Mobile,UK,Desktop,Add to Cart,3,0,0
2023-03-09,C04520,Mobile,India,Mobile,Checkout,4,0,0
2024-02-16,C06767,Wearables,EU,Desktop,Checkout,4,0,0
2024-05-05,C01899,Accessories,EU,Mobile,Purchase,5,19209,1
2023-02-18,C05975,Wearables,US,Mobile,View,2,0,0
2024-11-17,C00004,Accessories,UK,Mobile,View,2,0,0
2024-07-17,C04565,Wearables,US,Desktop,View,2,0,0
2023-04-12,C04760,Accessories,EU,Desktop,View,2,0,0
2023-08-04,C03626,Laptop,EU,Mobile,Visit,1,0,0
2024-03-13,C02935,Mobile,India,Mobile,Visit,1,0,0
2024-11-30,C04634,Mobile,EU,Desktop,Visit,1,0,0
2024-07-22,C05994,Mobile,EU,Mobile,Purchase,5,35287,1
2024-07-12,C07362,Accessories,US,Mobile,Visit,1,0,0
2023-06-08,C02408,Mobile,India,Mobile,Checkout,4,0,0
2024-05-03,C02568,Laptop,US,Desktop,Visit,1,0,0
2024-11-16,C01097,Laptop,EU,Desktop,Add to Cart,3,0,0
2023-08-30,C01986,Audio,US,Desktop,Visit,1,0,0
2023-01-05,C03150,Mobile,US,Mobile,Add to Cart,3,0,0
2024-08-18,C07828,Wearables,India,Desktop,Visit,1,0,0
2023-12-27,C06212,Wearables,EU,Mobile,Visit,1,0,0
2024-04-03,C05987,Wearables,US,Desktop,Visit,1,0,0
2023-09-05,C06839,Laptop,US,Mobile,View,2,0,0
2024-07-19,C01358,Audio,UK,Desktop,View,2,0,0
2024-11-03,C06229,Audio,US,Mobile,Visit,1,0,0
2024-02-26,C05616,Laptop,UK,Mobile,Visit,1,0,0
2023-01-15,C00079,Audio,EU,Desktop,View,2,0,0
2024-07-26,C01575,Wearables,US,Mobile,Visit,1,0,0
2023-05-02,C07474,Wearables,UK,Desktop,Checkout,4,0,0
2023-10-04,C06164,Laptop,US,Mobile,Add to Cart,3,0,0
2024-07-11,C01606,Wearables,India,Desktop,Checkout,4,0,0
2024-03-28,C04252,Accessories,EU,Mobile,Checkout,4,0,0
2024-01-25,C07285,Wearables,US,Mobile,View,2,0,0
2023-10-21,C04976,Mobile,EU,Desktop,Visit,1,0,0
2024-07-27,C02987,Laptop,India,Mobile,Visit,1,0,0
2024-08-20,C05570,Laptop,EU,Desktop,View,2,0,0
2024-03-21,C00028,Audio,EU,Desktop,Purchase,5,27616,1
2023-07-29,C01911,Audio,EU,Desktop,View,2,0,0
2024-08-12,C04706,Audio,EU,Mobile,Purchase,5,49788,1
2024-12-14,C05070,Mobile,EU,Desktop,Checkout,4,0,0
2023-10-29,C01353,Wearables,UK,Desktop,View,2,0,0
2023-08-11,C03735,Laptop,UK,Desktop,Checkout,4,0,0
2023-01-03,C07532,Wearables,EU,Desktop,Purchase,5,62308,1
2024-06-01,C00419,Audio,US,Desktop,View,2,0,0
2023-04-03,C04118,Laptop,UK,Mobile,Checkout,4,0,0
2024-06-03,C00261,Audio,EU,Desktop,Checkout,4,0,0
2024-03-03,C02108,Mobile,EU,Mobile,View,2,0,0
2024-05-07,C02985,Laptop,US,Desktop,View,2,0,0
2023-08-23,C05533,Audio,UK,Mobile,Visit,1,0,0
2024-09-11,C06307,Audio,UK,Mobile,View,2,0,0
2023-06-10,C07282,Audio,India,Desktop,View,2,0,0
2024-12-21,C06498,Mobile,US,Mobile,Add to Cart,3,0,0
2023-11-27,C04292,Wearables,US,Desktop,Add to Cart,3,0,0
2023-11-29,C05165,Wearables,US,Mobile,Checkout,4,0,0
2023-02-19,C06769,Wearables,US,Mobile,Add to Cart,3,0,0
2024-06-06,C00905,Mobile,US,Desktop,Visit,1,0,0
2024-10-29,C02227,Wearables,US,Desktop,Visit,1,0,0
2024-05-06,C03854,Wearables,US,Mobile,Purchase,5,67910,1
2024-08-04,C07661,Mobile,EU,Desktop,Visit,1,0,0
2024-11-11,C04421,Laptop,India,Mobile,Add to Cart,3,0,0
2023-09-29,C06514,Audio,India,Desktop,Visit,1,0,0
2024-08-02,C00568,Audio,UK,Mobile,Visit,1,0,0
2023-09-09,C05999,Mobile,EU,Mobile,Checkout,4,0,0
2024-07-13,C07515,Wearables,US,Mobile,View,2,0,0
2024-11-26,C00779,Accessories,EU,Mobile,View,2,0,0
2024-11-29,C00926,Wearables,India,Mobile,Checkout,4,0,0
2023-03-31,C06259,Accessories,US,Desktop,Add to Cart,3,0,0
2024-03-21,C06501,Audio,EU,Desktop,Visit,1,0,0
2023-11-28,C03239,Mobile,UK,Desktop,Purchase,5,39664,1
2023-05-19,C07522,Wearables,EU,Mobile,View,2,0,0
2023-12-23,C06259,Mobile,US,Desktop,Visit,1,0,0
2024-08-23,C03480,Wearables,US,Desktop,Visit,1,0,0
2023-10-01,C01616,Wearables,US,Desktop,Checkout,4,0,0
2023-01-19,C01850,Wearables,EU,Desktop,View,2,0,0
2023-11-07,C06942,Accessories,EU,Mobile,View,2,0,0
2023-06-03,C01944,Mobile,EU,Mobile,Visit,1,0,0
2024-01-25,C02371,Audio,US,Desktop,Checkout,4,0,0
2023-09-17,C07709,Laptop,India,Mobile,Checkout,4,0,0
2024-09-11,C00042,Accessories,EU,Desktop,View,2,0,0
2024-07-24,C05580,Audio,India,Mobile,Checkout,4,0,0
2023-05-05,C03191,Mobile,US,Mobile,Checkout,4,0,0
2023-12-20,C04670,Laptop,US,Desktop,Visit,1,0,0
2023-09-30,C07835,Laptop,US,Desktop,Checkout,4,0,0
2024-09-10,C01821,Mobile,US,Mobile,Visit,1,0,0
2023-09-02,C05570,Accessories,UK,Mobile,Add to Cart,3,0,0
2024-03-25,C00441,Wearables,US,Desktop,Purchase,5,59960,1
2023-09-04,C05309,Wearables,EU,Desktop,Visit,1,0,0
2024-06-03,C06429,Wearables,India,Desktop,View,2,0,0
2023-05-21,C00104,Audio,US,Mobile,Add to Cart,3,0,0
2023-12-28,C00569,Mobile,US,Mobile,Checkout,4,0,0
2023-01-08,C00457,Accessories,UK,Mobile,Visit,1,0,0
2024-04-22,C00311,Mobile,US,Mobile,Visit,1,0,0
2023-12-18,C01908,Laptop,EU,Desktop,Purchase,5,54722,1
2024-05-09,C01708,Audio,EU,Desktop,View,2,0,0
2024-08-28,C03456,Accessories,UK,Desktop,Add to Cart,3,0,0
2024-03-02,C01692,Laptop,US,Desktop,View,2,0,0
2023-02-08,C07333,Wearables,EU,Mobile,Visit,1,0,0
2024-08-15,C04503,Wearables,India,Mobile,Add to Cart,3,0,0
2023-07-06,C02893,Wearables,EU,Desktop,Visit,1,0,0
2024-08-18,C00581,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-08-22,C02016,Laptop,EU,Mobile,Visit,1,0,0
2023-04-03,C07644,Accessories,EU,Mobile,Visit,1,0,0
2023-03-27,C05178,Laptop,US,Desktop,Checkout,4,0,0
2023-02-13,C06863,Accessories,US,Desktop,Add to Cart,3,0,0
2023-05-17,C04056,Audio,EU,Desktop,Checkout,4,0,0
2024-02-25,C07584,Audio,India,Mobile,Add to Cart,3,0,0
2023-03-15,C02645,Accessories,India,Desktop,Add to Cart,3,0,0
2024-07-01,C01861,Laptop,India,Desktop,Visit,1,0,0
2024-09-04,C03685,Accessories,US,Desktop,Visit,1,0,0
2024-05-26,C03876,Accessories,EU,Mobile,Checkout,4,0,0
2023-06-05,C07419,Wearables,EU,Mobile,Add to Cart,3,0,0
2023-09-12,C03292,Accessories,EU,Desktop,Add to Cart,3,0,0
2023-06-20,C03232,Wearables,India,Desktop,View,2,0,0
2024-12-28,C00187,Wearables,India,Desktop,Purchase,5,25121,1
2023-06-19,C02944,Accessories,UK,Mobile,Visit,1,0,0
2023-11-18,C04028,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-07-20,C01623,Laptop,US,Desktop,View,2,0,0
2024-03-31,C02512,Accessories,India,Desktop,Purchase,5,7575,1
2024-08-25,C05618,Audio,EU,Desktop,View,2,0,0
2024-09-04,C02378,Accessories,India,Mobile,Visit,1,0,0
2023-06-04,C06493,Accessories,US,Desktop,Add to Cart,3,0,0
2023-12-15,C06644,Audio,India,Mobile,Checkout,4,0,0
2024-03-26,C07835,Wearables,India,Mobile,Add to Cart,3,0,0
2024-10-14,C01891,Wearables,UK,Mobile,Visit,1,0,0
2023-06-22,C04586,Mobile,EU,Mobile,Visit,1,0,0
2023-01-10,C07149,Accessories,India,Desktop,Visit,1,0,0
2023-09-22,C00280,Accessories,India,Mobile,View,2,0,0
2024-03-13,C00855,Laptop,US,Desktop,Visit,1,0,0
2023-09-04,C05955,Wearables,India,Desktop,Visit,1,0,0
2024-10-28,C05284,Accessories,US,Mobile,View,2,0,0
2024-06-29,C05101,Laptop,US,Desktop,Visit,1,0,0
2024-05-13,C00398,Mobile,US,Desktop,Visit,1,0,0
2023-05-09,C07236,Laptop,EU,Mobile,Visit,1,0,0
2024-11-02,C04524,Wearables,India,Mobile,Visit,1,0,0
2024-08-23,C03504,Wearables,India,Desktop,Add to Cart,3,0,0
2024-08-27,C04471,Mobile,US,Mobile,Purchase,5,25813,1
2023-11-23,C03872,Accessories,UK,Mobile,Visit,1,0,0
2024-02-08,C07160,Laptop,India,Mobile,Visit,1,0,0
2024-09-20,C03796,Accessories,UK,Mobile,View,2,0,0
2024-08-28,C00632,Accessories,US,Desktop,Checkout,4,0,0
2024-11-05,C03037,Accessories,UK,Desktop,Visit,1,0,0
2024-09-02,C04793,Audio,US,Mobile,Checkout,4,0,0
2024-09-16,C05543,Mobile,EU,Desktop,Add to Cart,3,0,0
2023-12-25,C00928,Accessories,EU,Mobile,Add to Cart,3,0,0
2024-08-25,C06084,Mobile,India,Desktop,Visit,1,0,0
2024-12-18,C07896,Accessories,US,Desktop,Visit,1,0,0
2023-01-17,C02028,Laptop,UK,Mobile,Purchase,5,37188,1
2023-10-01,C01666,Laptop,EU,Desktop,Add to Cart,3,0,0
2024-11-15,C00078,Mobile,UK,Mobile,Checkout,4,0,0
2023-04-26,C04584,Accessories,EU,Mobile,Visit,1,0,0
2024-11-23,C03242,Mobile,India,Mobile,Visit,1,0,0
2023-04-01,C01062,Mobile,US,Desktop,Add to Cart,3,0,0
2023-03-23,C06711,Audio,EU,Desktop,Checkout,4,0,0
2023-11-20,C07095,Accessories,EU,Desktop,Purchase,5,40642,1
2023-04-24,C03362,Audio,US,Mobile,Visit,1,0,0
2023-02-27,C06702,Accessories,India,Desktop,Add to Cart,3,0,0
2023-06-03,C04267,Wearables,US,Desktop,Visit,1,0,0
2024-02-08,C04738,Wearables,US,Desktop,Add to Cart,3,0,0
2024-09-19,C01700,Audio,India,Mobile,Add to Cart,3,0,0
2023-09-23,C05702,Wearables,EU,Mobile,View,2,0,0
2023-11-11,C00292,Audio,EU,Desktop,Add to Cart,3,0,0
2024-12-15,C06038,Wearables,EU,Mobile,Add to Cart,3,0,0
2023-02-10,C00581,Audio,EU,Mobile,Visit,1,0,0
2023-04-15,C04518,Wearables,UK,Mobile,Add to Cart,3,0,0
2023-07-12,C04201,Mobile,US,Mobile,Add to Cart,3,0,0
2024-02-05,C06710,Mobile,EU,Desktop,View,2,0,0
2023-10-05,C05526,Mobile,US,Mobile,Visit,1,0,0
2023-12-20,C00880,Accessories,EU,Mobile,Add to Cart,3,0,0
2024-08-02,C01483,Laptop,India,Desktop,View,2,0,0
2024-12-09,C07019,Audio,EU,Desktop,Add to Cart,3,0,0
2023-09-13,C02296,Laptop,US,Mobile,Add to Cart,3,0,0
2024-10-12,C07071,Mobile,EU,Mobile,Visit,1,0,0
2024-10-22,C06453,Audio,UK,Mobile,Purchase,5,38467,1
2023-04-09,C03445,Audio,UK,Mobile,View,2,0,0
2024-08-10,C01130,Accessories,EU,Desktop,Visit,1,0,0
2023-10-09,C05981,Laptop,EU,Mobile,View,2,0,0
2024-02-07,C00315,Laptop,India,Desktop,Visit,1,0,0
2023-04-19,C00609,Wearables,India,Mobile,Visit,1,0,0
2024-11-30,C03926,Audio,US,Mobile,View,2,0,0
2023-07-18,C02993,Mobile,US,Mobile,Purchase,5,76952,1
2023-10-30,C02587,Wearables,India,Mobile,Purchase,5,72293,1
2023-11-23,C02120,Wearables,EU,Mobile,View,2,0,0
2023-06-03,C00378,Audio,EU,Desktop,Visit,1,0,0
2024-07-05,C05616,Wearables,US,Mobile,Visit,1,0,0
2024-10-06,C07353,Audio,India,Desktop,Purchase,5,59433,1
2024-02-09,C00134,Audio,EU,Desktop,Visit,1,0,0
2024-04-06,C03246,Wearables,UK,Mobile,View,2,0,0
2023-05-12,C01817,Mobile,EU,Desktop,View,2,0,0
2023-03-25,C07778,Wearables,UK,Desktop,Visit,1,0,0
2024-02-03,C04489,Laptop,UK,Mobile,Checkout,4,0,0
2024-09-19,C03136,Audio,US,Mobile,Add to Cart,3,0,0
2023-04-19,C07140,Mobile,EU,Desktop,Checkout,4,0,0
2023-08-09,C04511,Accessories,India,Desktop,View,2,0,0
2024-07-06,C06547,Accessories,EU,Desktop,View,2,0,0
2024-01-03,C01137,Wearables,UK,Mobile,View,2,0,0
2023-05-27,C06209,Accessories,EU,Desktop,Visit,1,0,0
2023-04-22,C01752,Laptop,US,Mobile,Add to Cart,3,0,0
2024-09-06,C04962,Wearables,India,Desktop,Checkout,4,0,0
2024-07-11,C06545,Wearables,US,Desktop,View,2,0,0
2024-05-08,C00290,Mobile,EU,Desktop,View,2,0,0
2024-05-19,C01507,Audio,UK,Mobile,Checkout,4,0,0
2024-04-19,C07588,Wearables,India,Desktop,Visit,1,0,0
2023-09-28,C06029,Wearables,India,Mobile,Visit,1,0,0
2024-02-25,C01339,Wearables,US,Mobile,View,2,0,0
2024-12-07,C07257,Mobile,EU,Mobile,View,2,0,0
2024-01-02,C06903,Wearables,India,Mobile,Checkout,4,0,0
2023-10-07,C02892,Audio,India,Desktop,Visit,1,0,0
2023-10-10,C06805,Audio,EU,Mobile,Add to Cart,3,0,0
2023-02-09,C06501,Wearables,EU,Mobile,Add to Cart,3,0,0
2023-07-08,C04974,Mobile,US,Mobile,Visit,1,0,0
2023-06-13,C07142,Accessories,India,Mobile,Add to Cart,3,0,0
2024-06-19,C01985,Wearables,EU,Desktop,Add to Cart,3,0,0
2024-06-19,C00752,Wearables,UK,Desktop,View,2,0,0
2023-01-04,C03590,Laptop,EU,Desktop,Visit,1,0,0
2023-10-17,C00749,Mobile,EU,Mobile,View,2,0,0
2024-03-08,C00365,Audio,UK,Desktop,View,2,0,0
2024-04-15,C00267,Mobile,US,Mobile,Add to Cart,3,0,0
2023-06-30,C04502,Mobile,UK,Desktop,Add to Cart,3,0,0
2023-09-05,C03822,Wearables,EU,Desktop,Add to Cart,3,0,0
2024-09-19,C04235,Laptop,EU,Mobile,Purchase,5,15389,1
2023-10-06,C01189,Wearables,UK,Desktop,Visit,1,0,0
2024-08-03,C05914,Mobile,UK,Mobile,View,2,0,0
2023-09-11,C05817,Wearables,India,Desktop,Add to Cart,3,0,0
2023-06-30,C06810,Mobile,UK,Mobile,View,2,0,0
2024-11-11,C03178,Audio,UK,Desktop,Add to Cart,3,0,0
2024-05-23,C03221,Wearables,EU,Mobile,Add to Cart,3,0,0
2024-11-30,C06329,Wearables,India,Desktop,Checkout,4,0,0
2024-07-19,C05530,Audio,UK,Mobile,Add to Cart,3,0,0
2023-11-22,C02831,Wearables,India,Desktop,View,2,0,0
2023-12-23,C04967,Mobile,India,Desktop,Visit,1,0,0
2024-10-11,C00703,Accessories,UK,Mobile,Visit,1,0,0
2024-11-10,C01699,Wearables,UK,Mobile,Add to Cart,3,0,0
2024-01-26,C07051,Audio,EU,Desktop,Checkout,4,0,0
2024-09-06,C00201,Audio,India,Mobile,Checkout,4,0,0
2023-03-26,C04714,Accessories,EU,Mobile,Visit,1,0,0
2023-11-13,C03799,Mobile,UK,Mobile,View,2,0,0
2023-07-31,C02014,Laptop,India,Mobile,View,2,0,0
2024-05-29,C06364,Mobile,India,Mobile,View,2,0,0
2024-01-19,C04953,Wearables,US,Mobile,Add to Cart,3,0,0
2024-11-21,C03542,Audio,UK,Desktop,Add to Cart,3,0,0
2023-12-08,C05849,Audio,US,Mobile,Visit,1,0,0
2023-02-07,C07156,Mobile,US,Desktop,Add to Cart,3,0,0
2024-05-25,C02010,Mobile,India,Mobile,Add to Cart,3,0,0
2024-02-24,C03506,Wearables,EU,Mobile,Add to Cart,3,0,0
2023-06-18,C03101,Mobile,India,Desktop,Purchase,5,6083,1
2023-12-09,C07918,Accessories,US,Desktop,View,2,0,0
2023-11-02,C04160,Accessories,UK,Mobile,View,2,0,0
2024-06-25,C07081,Laptop,EU,Desktop,Visit,1,0,0
2024-12-02,C05216,Audio,US,Desktop,View,2,0,0
2024-06-20,C03738,Wearables,US,Desktop,Add to Cart,3,0,0
2023-04-22,C06684,Wearables,UK,Mobile,View,2,0,0
2024-02-15,C06654,Mobile,India,Desktop,View,2,0,0
2023-07-25,C05460,Audio,US,Mobile,Visit,1,0,0
2023-07-04,C01712,Laptop,UK,Desktop,View,2,0,0
2024-01-17,C04347,Laptop,UK,Mobile,View,2,0,0
2024-05-10,C01730,Laptop,UK,Desktop,Add to Cart,3,0,0
2024-01-14,C03351,Audio,India,Mobile,Visit,1,0,0
2023-02-16,C04135,Laptop,UK,Desktop,Checkout,4,0,0
2024-07-04,C00069,Accessories,US,Mobile,View,2,0,0
2024-06-11,C04373,Mobile,UK,Desktop,Add to Cart,3,0,0
2024-05-18,C03192,Laptop,UK,Desktop,Purchase,5,29910,1
2023-01-22,C01110,Accessories,US,Mobile,Checkout,4,0,0
2023-08-01,C06321,Accessories,UK,Desktop,View,2,0,0
2023-11-06,C03019,Wearables,US,Desktop,View,2,0,0
2024-10-22,C02654,Mobile,India,Desktop,Checkout,4,0,0
2023-09-29,C05212,Wearables,India,Mobile,Visit,1,0,0
2024-07-24,C05540,Audio,UK,Desktop,Visit,1,0,0
2023-07-21,C06225,Accessories,India,Desktop,Checkout,4,0,0
2023-02-01,C00341,Wearables,India,Desktop,Visit,1,0,0
2024-03-18,C00421,Mobile,EU,Desktop,Visit,1,0,0
2023-06-11,C02276,Accessories,UK,Desktop,Checkout,4,0,0
2023-09-11,C01919,Laptop,US,Desktop,View,2,0,0
2024-06-04,C00473,Mobile,US,Desktop,Checkout,4,0,0
2024-10-12,C02136,Laptop,US,Mobile,View,2,0,0
2024-04-24,C03422,Audio,US,Desktop,Add to Cart,3,0,0
2023-01-10,C07808,Laptop,EU,Mobile,View,2,0,0
2024-12-26,C05930,Laptop,US,Desktop,Checkout,4,0,0
2024-05-19,C06334,Audio,EU,Desktop,View,2,0,0
2024-07-13,C04963,Audio,UK,Desktop,View,2,0,0
2024-03-11,C03029,Laptop,India,Mobile,View,2,0,0
2023-04-21,C05766,Accessories,EU,Mobile,Add to Cart,3,0,0
2023-06-02,C05077,Accessories,EU,Desktop,Visit,1,0,0
2024-09-26,C06280,Wearables,US,Desktop,Visit,1,0,0
2023-04-12,C07493,Wearables,India,Desktop,Visit,1,0,0
2023-07-10,C02088,Audio,US,Mobile,Checkout,4,0,0
2024-12-29,C07818,Mobile,UK,Mobile,Checkout,4,0,0
2024-07-16,C03359,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-03-22,C00256,Audio,India,Mobile,Visit,1,0,0
2024-05-03,C03870,Audio,EU,Mobile,Visit,1,0,0
2023-03-29,C07091,Audio,India,Desktop,Visit,1,0,0
2023-07-13,C05717,Accessories,India,Mobile,Purchase,5,34372,1
2023-04-14,C01444,Mobile,EU,Mobile,View,2,0,0
2023-04-06,C07997,Accessories,India,Mobile,View,2,0,0
2024-02-27,C00539,Wearables,UK,Desktop,View,2,0,0
2023-07-17,C05862,Audio,India,Mobile,Add to Cart,3,0,0
2023-01-01,C07459,Accessories,US,Desktop,View,2,0,0
2024-02-11,C03388,Audio,UK,Desktop,Add to Cart,3,0,0
2024-01-13,C01824,Mobile,EU,Mobile,Purchase,5,11334,1
2023-06-16,C00858,Laptop,EU,Mobile,Checkout,4,0,0
2024-05-23,C00132,Accessories,US,Mobile,Visit,1,0,0
2024-09-29,C05723,Mobile,EU,Desktop,Visit,1,0,0
2023-11-09,C02916,Laptop,EU,Mobile,Checkout,4,0,0
2024-08-15,C04837,Audio,UK,Mobile,View,2,0,0
2024-02-22,C02587,Mobile,UK,Mobile,Visit,1,0,0
2024-11-11,C03375,Wearables,US,Mobile,Visit,1,0,0
2024-04-21,C02032,Laptop,UK,Desktop,Visit,1,0,0
2023-03-14,C01926,Laptop,India,Mobile,View,2,0,0
2023-05-21,C02002,Audio,US,Desktop,Visit,1,0,0
2024-08-04,C04378,Wearables,UK,Mobile,Visit,1,0,0
2023-09-19,C06636,Accessories,EU,Mobile,Add to Cart,3,0,0
2023-12-06,C02328,Mobile,EU,Desktop,Purchase,5,54269,1
2023-11-04,C03572,Audio,EU,Mobile,Visit,1,0,0
2023-09-02,C07367,Wearables,EU,Mobile,Visit,1,0,0
2024-05-29,C05495,Laptop,UK,Mobile,Visit,1,0,0
2023-12-03,C03372,Laptop,US,Desktop,Add to Cart,3,0,0
2024-07-28,C03982,Laptop,US,Desktop,Checkout,4,0,0
2024-07-14,C05005,Wearables,India,Mobile,View,2,0,0
2023-03-17,C00666,Wearables,India,Desktop,Visit,1,0,0
2023-06-24,C05419,Accessories,EU,Mobile,View,2,0,0
2023-04-19,C06699,Mobile,India,Mobile,Visit,1,0,0
2023-07-02,C05442,Laptop,India,Desktop,Visit,1,0,0
2023-07-11,C05230,Accessories,India,Desktop,Visit,1,0,0
2023-03-06,C01647,Wearables,US,Mobile,View,2,0,0
2024-04-18,C04567,Accessories,US,Mobile,Add to Cart,3,0,0
2023-04-10,C04508,Laptop,US,Mobile,Checkout,4,0,0
2024-06-27,C04609,Mobile,US,Desktop,View,2,0,0
2023-05-08,C05600,Accessories,EU,Desktop,Visit,1,0,0
2024-03-27,C01164,Wearables,EU,Desktop,Add to Cart,3,0,0
2024-01-04,C02926,Audio,India,Mobile,Add to Cart,3,0,0
2023-02-12,C06834,Audio,UK,Mobile,Visit,1,0,0
2024-02-23,C07093,Accessories,India,Mobile,View,2,0,0
2024-05-02,C07672,Wearables,US,Desktop,Visit,1,0,0
2023-03-19,C06204,Accessories,US,Mobile,Add to Cart,3,0,0
2023-09-27,C05303,Accessories,India,Desktop,Checkout,4,0,0
2024-11-04,C04515,Audio,EU,Mobile,View,2,0,0
2024-12-01,C05053,Accessories,UK,Mobile,View,2,0,0
2024-12-28,C05914,Audio,UK,Desktop,Purchase,5,34669,1
2023-11-11,C03999,Wearables,EU,Mobile,Add to Cart,3,0,0
2023-06-17,C00825,Wearables,India,Mobile,Purchase,5,78533,1
2023-12-05,C05004,Wearables,US,Mobile,Visit,1,0,0
2023-07-12,C00733,Audio,EU,Mobile,View,2,0,0
2024-03-28,C06021,Laptop,UK,Mobile,View,2,0,0
2023-10-10,C07395,Laptop,EU,Desktop,Add to Cart,3,0,0
2023-12-02,C04487,Laptop,UK,Desktop,Checkout,4,0,0
2024-01-25,C07312,Laptop,US,Desktop,Visit,1,0,0
2024-06-08,C06880,Wearables,India,Mobile,Add to Cart,3,0,0
2023-08-28,C01588,Laptop,India,Desktop,Add to Cart,3,0,0
2024-04-27,C03665,Accessories,EU,Mobile,Visit,1,0,0
2024-10-20,C04757,Audio,India,Mobile,Checkout,4,0,0
2024-12-16,C00027,Laptop,EU,Mobile,Add to Cart,3,0,0
2024-08-14,C07912,Wearables,US,Desktop,View,2,0,0
2024-07-08,C02671,Laptop,UK,Mobile,Visit,1,0,0
2024-04-02,C05628,Audio,EU,Desktop,Visit,1,0,0
2023-03-30,C00884,Mobile,US,Mobile,Add to Cart,3,0,0
2024-10-21,C07759,Mobile,UK,Mobile,View,2,0,0
2023-04-05,C05911,Wearables,EU,Mobile,Purchase,5,32808,1
2024-03-27,C00127,Wearables,UK,Desktop,Visit,1,0,0
2024-03-03,C01480,Wearables,India,Desktop,Visit,1,0,0
2023-05-31,C02329,Laptop,US,Desktop,Checkout,4,0,0
